trueloc,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 0.161 ,-0.359 ,-0.234 ,-0.947 ,-0.685 ,-0.018 , 0.450 , 1.006 , 1.240 , 0.936 , 0.706 , 0.016 , 0.130 ,-0.090 ,-0.004 ,-0.034 , 1.087 , 1.690 , 0.315 , 0.840 , 1.211
-0.148 ,-0.069 , 0.278 , 1.226 ,-0.087 ,-0.876 , 0.422 , 0.989 , 1.129 , 0.934 , 0.726 ,-0.030 , 0.016 ,-0.145 ,-0.048 , 0.024 , 1.148 , 0.669 , 1.850 , 1.284 , 1.254
-0.269 ,-1.090 ,-2.131 ,-1.309 ,-0.614 ,-0.682 , 0.472 , 1.140 , 1.174 , 0.966 , 0.752 , 0.007 ,-0.060 ,-0.002 , 0.029 ,-0.013 , 0.939 , 0.637 , 0.930 , 1.043 , 0.806
 2.072 , 2.078 , 2.663 , 0.932 , 0.863 , 3.161 , 0.582 , 1.892 , 1.147 , 0.957 , 1.105 ,-0.092 , 0.248 , 0.039 ,-0.172 , 0.096 , 1.642 , 0.003 , 0.754 , 2.191 , 0.282
 2.296 , 1.705 , 1.517 , 1.950 , 2.394 , 1.217 , 0.578 , 1.226 , 1.151 , 1.934 , 0.838 , 0.069 , 0.096 ,-0.011 , 0.231 , 0.080 , 0.506 , 0.298 , 1.032 , 0.014 , 0.449
 0.712 , 0.482 , 0.014 , 1.287 ,-0.089 , 0.648 , 0.434 , 0.980 , 1.144 , 0.948 , 0.685 , 0.001 , 0.021 ,-0.017 , 0.032 ,-0.063 , 0.978 , 0.864 , 1.088 , 0.563 , 1.307
 2.680 , 2.273 , 1.917 , 2.532 , 2.542 , 1.887 , 0.633 , 1.178 , 1.903 , 1.901 , 0.809 ,-0.005 , 0.085 , 0.243 , 0.242 ,-0.106 , 1.057 , 0.421 , 0.006 , 0.007 , 1.667
 0.052 , 0.850 , 3.501 ,-1.339 , 0.071 , 1.165 , 0.451 , 1.921 , 1.271 , 0.917 , 0.724 , 0.023 , 0.234 ,-0.094 , 0.013 , 0.052 , 0.857 , 0.012 , 0.248 , 0.870 , 0.590
-1.686 ,-1.152 ,-0.533 ,-2.152 ,-1.735 ,-0.749 , 0.490 , 0.960 , 1.199 , 1.203 , 0.765 ,-0.033 ,-0.009 ,-0.080 ,-0.063 ,-0.048 , 0.718 , 1.052 , 0.427 , 0.529 , 0.495
 0.534 , 0.781 , 0.531 , 1.869 , 0.315 , 0.742 , 0.453 , 0.937 , 1.267 , 0.991 , 0.699 , 0.011 , 0.012 , 0.012 ,-0.023 ,-0.010 , 1.146 , 1.009 , 1.013 , 0.956 , 1.153
 0.664 , 0.591 ,-0.441 , 0.097 , 2.889 , 0.441 , 0.458 , 1.015 , 0.987 , 1.905 , 0.719 , 0.008 , 0.206 ,-0.031 , 0.243 , 0.047 , 1.135 , 2.000 , 1.626 , 0.006 , 0.638
 1.362 , 1.379 , 1.021 , 0.664 , 2.156 , 1.601 , 0.505 , 1.143 , 0.994 , 1.241 , 0.827 , 0.044 , 0.063 , 0.018 , 0.091 , 0.057 , 0.646 , 0.614 , 0.719 , 0.288 , 0.623
-0.030 , 0.054 ,-0.015 , 0.485 , 0.397 ,-0.303 , 0.422 , 0.948 , 0.979 , 0.931 , 0.682 ,-0.002 , 0.028 ,-0.189 , 0.021 , 0.011 , 1.181 , 0.767 , 2.503 , 0.885 , 1.006
 0.453 , 0.852 , 2.861 , 1.609 , 0.271 , 0.104 , 0.440 , 1.888 , 1.188 , 0.969 , 0.699 ,-0.003 , 0.249 , 0.092 ,-0.036 ,-0.033 , 0.786 , 0.002 , 0.367 , 1.181 , 0.681
-1.940 ,-2.938 ,-2.113 ,-2.689 ,-2.760 ,-2.933 , 0.759 , 1.154 , 1.905 , 1.905 , 1.092 ,-0.060 ,-0.043 ,-0.238 ,-0.243 ,-0.061 , 0.476 , 0.734 , 0.009 , 0.006 , 0.483
-0.882 , 0.076 , 0.493 , 0.830 ,-0.874 , 0.079 , 0.440 , 1.080 , 1.164 , 0.973 , 0.663 , 0.001 , 0.035 , 0.045 ,-0.036 ,-0.007 , 0.844 , 0.364 , 0.738 , 0.804 , 0.990
 0.448 , 0.930 , 0.429 , 1.828 , 0.933 , 0.775 , 0.449 , 1.012 , 1.177 , 0.987 , 0.686 ,-0.013 ,-0.039 ,-0.143 ,-0.005 , 0.014 , 1.030 , 0.980 , 1.867 , 0.867 , 0.807
 0.253 , 0.619 ,-0.905 , 0.231 , 0.654 , 1.713 , 0.455 , 0.967 , 0.956 , 1.150 , 0.819 ,-0.011 ,-0.009 ,-0.027 , 0.072 ,-0.140 , 1.132 , 0.707 , 1.068 , 0.549 , 1.958
-0.900 ,-0.250 , 0.679 ,-1.547 ,-1.171 , 0.407 , 0.444 , 1.077 , 1.172 , 1.138 , 0.727 , 0.040 ,-0.022 ,-0.096 , 0.171 ,-0.003 , 1.097 , 1.410 , 0.379 , 2.011 , 0.879
 0.112 , 0.400 , 1.051 , 0.055 , 1.233 ,-0.137 , 0.453 , 1.155 , 1.010 , 1.139 , 0.723 , 0.018 , 0.085 , 0.037 ,-0.038 ,-0.012 , 0.721 , 0.467 , 0.416 , 1.214 , 0.744
-1.958 ,-1.399 ,-3.035 ,-1.326 ,-1.003 ,-0.941 , 0.501 , 1.894 , 1.159 , 1.045 , 0.738 ,-0.037 ,-0.245 ,-0.058 , 0.000 ,-0.056 , 0.776 , 0.005 , 0.633 , 1.404 , 0.535
 1.706 , 2.693 , 3.267 , 3.544 , 1.308 , 2.302 , 0.650 , 1.899 , 1.910 , 1.225 , 0.867 ,-0.135 , 0.244 , 0.235 ,-0.113 ,-0.077 , 1.951 , 0.005 , 0.011 , 1.689 , 1.459
 1.030 , 1.063 , 1.350 , 0.314 , 0.078 , 1.850 , 0.466 , 1.015 , 1.019 , 1.056 , 0.844 , 0.048 , 0.036 , 0.127 , 0.036 , 0.055 , 0.699 , 0.416 , 1.495 , 0.371 , 0.620
 1.152 , 1.295 , 0.108 , 2.920 , 1.102 , 1.338 , 0.493 , 0.960 , 1.911 , 1.183 , 0.723 , 0.044 , 0.030 , 0.242 , 0.095 , 0.033 , 0.684 , 0.685 , 0.008 , 0.364 , 0.699
-0.013 , 0.625 , 1.539 ,-1.126 ,-0.226 , 2.156 , 0.446 , 1.158 , 1.149 , 0.965 , 1.114 , 0.011 , 0.016 ,-0.085 , 0.019 , 0.107 , 0.870 , 0.850 , 0.476 , 1.566 , 0.241
-1.120 ,-0.888 , 0.574 ,-1.352 ,-0.575 ,-1.731 , 0.480 , 1.032 , 1.062 , 0.973 , 0.870 , 0.009 , 0.022 ,-0.039 ,-0.026 ,-0.077 , 0.928 , 1.148 , 0.478 , 0.564 , 0.437
-0.658 ,-1.014 ,-1.626 ,-1.123 , 1.224 ,-2.263 , 0.469 , 1.168 , 1.141 , 1.166 , 1.077 ,-0.025 ,-0.054 ,-0.010 , 0.069 ,-0.051 , 0.837 , 0.674 , 0.916 , 0.580 , 0.609
-0.915 ,-0.620 , 0.544 ,-0.769 ,-1.643 ,-0.713 , 0.450 , 1.050 , 0.937 , 1.294 , 0.714 ,-0.034 , 0.028 ,-0.026 ,-0.098 ,-0.046 , 0.626 , 0.457 , 0.853 , 0.216 , 0.641
 1.296 , 2.184 , 1.657 , 3.713 , 1.544 , 2.026 , 0.595 , 1.235 , 2.001 , 1.187 , 0.859 ,-0.039 ,-0.188 , 0.218 , 0.075 , 0.010 , 1.260 , 2.114 , 0.025 , 0.456 , 0.910
 0.748 , 0.620 , 0.404 , 1.068 , 1.226 , 0.310 , 0.439 , 0.967 , 1.139 , 1.145 , 0.665 ,-0.041 ,-0.133 , 0.020 ,-0.214 , 0.018 , 1.257 , 1.880 , 0.882 , 2.304 , 0.888
-1.973 ,-2.010 ,-0.613 ,-2.371 ,-1.803 ,-2.822 , 0.589 , 0.993 , 1.920 , 1.235 , 1.095 ,-0.020 ,-0.064 ,-0.236 ,-0.100 ,-0.059 , 0.800 , 1.391 , 0.011 , 0.274 , 0.480
 0.091 ,-0.015 ,-0.145 ,-0.009 , 1.007 ,-0.484 , 0.429 , 1.005 , 0.969 , 0.937 , 0.674 , 0.016 , 0.053 , 0.034 , 0.027 ,-0.028 , 0.779 , 1.021 , 0.515 , 0.715 , 0.633
-1.677 ,-1.952 ,-2.505 ,-0.192 ,-1.434 ,-3.625 , 0.643 , 1.905 , 0.954 , 1.181 , 1.892 ,-0.048 ,-0.240 ,-0.023 ,-0.094 ,-0.158 , 0.654 , 0.008 , 0.683 , 0.373 , 0.008
 0.209 , 0.053 , 0.477 , 0.290 ,-0.348 ,-0.081 , 0.439 , 0.952 , 0.979 , 0.936 , 0.728 ,-0.010 ,-0.037 ,-0.010 , 0.015 ,-0.018 , 1.144 , 1.104 , 1.563 , 1.331 , 0.806
-1.310 ,-1.931 ,-2.842 , 0.190 ,-2.472 ,-2.230 , 0.641 , 1.889 , 1.029 , 1.919 , 1.091 , 0.033 ,-0.250 , 0.029 ,-0.240 ,-0.035 , 1.296 , 0.002 , 0.885 , 0.009 , 0.670
-0.502 ,-0.700 , 0.992 , 0.098 ,-0.586 ,-2.007 , 0.450 , 1.140 , 1.015 , 1.168 , 0.812 , 0.020 ,-0.072 ,-0.049 , 0.034 , 0.063 , 1.323 , 1.411 , 1.162 , 1.208 , 1.359
-1.597 ,-1.635 ,-1.901 , 0.225 ,-2.068 ,-2.668 , 0.496 , 1.170 , 1.020 , 1.169 , 1.089 ,-0.028 ,-0.041 , 0.013 ,-0.082 ,-0.030 , 0.821 , 0.761 , 0.714 , 0.453 , 0.728
-0.677 ,-0.898 ,-1.945 ,-2.315 ,-0.237 ,-0.322 , 0.451 , 1.150 , 1.903 , 0.928 , 0.673 , 0.053 ,-0.033 ,-0.244 ,-0.006 , 0.081 , 1.358 , 0.798 , 0.006 , 1.164 , 1.601
 0.372 , 0.486 , 0.984 , 1.847 , 1.295 ,-0.788 , 0.445 , 0.964 , 1.163 , 1.154 , 0.703 ,-0.038 ,-0.069 , 0.056 , 0.038 ,-0.052 , 1.192 , 1.218 , 0.651 , 0.752 , 0.815
 1.080 , 1.195 , 1.333 , 1.561 , 1.338 , 0.908 , 0.476 , 1.134 , 1.142 , 1.134 , 0.724 , 0.042 , 0.012 , 0.075 , 0.021 , 0.031 , 0.630 , 0.918 , 0.544 , 0.869 , 0.463
 0.498 , 0.052 ,-0.261 ,-0.208 , 2.065 ,-0.591 , 0.426 , 0.962 , 0.955 , 1.189 , 0.722 ,-0.023 , 0.010 ,-0.032 , 0.098 ,-0.043 , 0.896 , 1.460 , 0.606 , 0.344 , 0.697
 0.439 , 1.483 , 1.470 , 0.474 , 2.832 , 1.508 , 0.531 , 1.163 , 0.954 , 1.908 , 0.876 ,-0.098 , 0.087 , 0.013 , 0.241 ,-0.325 , 1.949 , 0.448 , 0.761 , 0.008 , 3.843
 0.569 , 0.891 , 0.100 , 0.848 ,-0.830 , 2.190 , 0.444 , 1.020 , 0.965 , 0.944 , 0.807 ,-0.048 ,-0.056 ,-0.033 ,-0.030 , 0.004 , 1.416 , 1.494 , 1.125 , 0.621 , 0.978
 1.777 , 2.318 , 1.898 , 2.193 , 3.407 , 1.675 , 0.643 , 1.159 , 1.891 , 1.907 , 0.853 , 0.029 , 0.075 , 0.245 , 0.239 , 0.011 , 0.759 , 0.520 , 0.005 , 0.009 , 0.909
-0.144 , 0.994 , 0.460 , 1.393 , 0.548 , 1.457 , 0.490 , 0.942 , 1.193 , 1.032 , 0.883 ,-0.010 , 0.006 ,-0.020 ,-0.029 , 0.048 , 1.274 , 0.800 , 1.119 , 2.660 , 0.722
 1.806 , 1.920 , 0.277 , 2.757 , 2.830 , 1.954 , 0.572 , 0.982 , 1.903 , 1.901 , 0.842 , 0.043 , 0.037 , 0.243 , 0.244 , 0.021 , 0.686 , 0.541 , 0.006 , 0.005 , 0.813
 0.335 , 0.414 , 0.792 , 1.144 ,-0.276 , 0.212 , 0.444 , 0.989 , 0.999 , 0.963 , 0.724 ,-0.028 , 0.026 , 0.037 ,-0.039 ,-0.022 , 0.977 , 0.550 , 0.477 , 0.821 , 1.315
 2.125 , 2.240 , 2.975 , 1.700 , 3.638 , 1.138 , 0.628 , 1.905 , 1.142 , 1.894 , 0.799 ,-0.089 , 0.240 ,-0.095 , 0.248 ,-0.004 , 1.557 , 0.008 , 1.545 , 0.003 , 1.018
 2.184 , 2.180 , 1.368 , 3.443 , 0.667 , 3.426 , 0.638 , 1.147 , 1.901 , 0.955 , 1.886 , 0.019 , 0.049 , 0.237 , 0.015 , 0.159 , 0.795 , 0.711 , 0.009 , 0.839 , 0.007
-0.849 ,-1.135 ,-0.738 ,-1.371 ,-1.677 ,-1.035 , 0.461 , 0.934 , 1.143 , 1.181 , 0.717 , 0.004 ,-0.018 , 0.136 , 0.106 ,-0.041 , 1.029 , 0.803 , 1.801 , 1.617 , 0.712
 0.362 , 0.722 , 1.567 , 1.251 , 0.078 , 0.478 , 0.438 , 1.138 , 1.169 , 0.959 , 0.688 ,-0.007 , 0.068 , 0.085 , 0.065 ,-0.023 , 1.059 , 0.590 , 0.460 , 1.749 , 1.177
 0.663 , 0.557 , 1.010 , 1.097 , 0.183 , 0.353 , 0.448 , 1.137 , 1.207 , 1.024 , 0.659 , 0.023 , 0.077 , 0.094 , 0.032 ,-0.027 , 0.711 , 0.536 , 0.325 , 0.450 , 1.069
 0.867 , 0.413 ,-0.541 , 1.816 , 0.299 , 0.230 , 0.455 , 1.002 , 1.150 , 1.043 , 0.727 ,-0.002 , 0.012 , 0.050 , 0.117 , 0.001 , 1.107 , 1.424 , 0.706 , 1.318 , 0.682
 2.636 , 2.519 , 1.622 , 1.608 , 2.777 , 3.224 , 0.765 , 1.229 , 1.235 , 1.888 , 1.865 , 0.028 , 0.098 ,-0.074 , 0.249 , 0.169 , 0.762 , 0.288 , 1.493 , 0.002 , 0.003
 2.753 , 1.829 , 1.706 , 1.892 , 2.323 , 1.481 , 0.586 , 1.227 , 1.185 , 1.904 , 0.856 ,-0.004 , 0.071 , 0.036 , 0.243 ,-0.075 , 1.022 , 0.469 , 0.711 , 0.006 , 1.429
 2.489 , 3.388 , 2.296 , 3.051 , 3.082 , 2.461 , 1.038 , 1.889 , 1.912 , 1.892 , 1.107 ,-0.036 , 0.247 , 0.240 , 0.246 ,-0.058 , 1.251 , 0.003 , 0.008 , 0.005 , 1.312
 2.756 , 2.900 , 3.336 , 2.206 , 2.992 , 2.115 , 0.755 , 1.891 , 1.904 , 1.911 , 0.826 , 0.077 , 0.248 , 0.243 , 0.233 , 0.071 , 0.384 , 0.003 , 0.007 , 0.012 , 0.523
-0.155 , 0.306 , 2.444 , 0.956 , 0.574 ,-0.988 , 0.436 , 1.891 , 1.006 , 0.962 , 0.746 , 0.016 , 0.246 , 0.012 , 0.034 ,-0.002 , 1.047 , 0.004 , 1.480 , 0.530 , 0.940
-0.453 ,-0.718 ,-0.622 ,-1.273 ,-0.849 ,-0.534 , 0.459 , 0.978 , 1.254 , 1.136 , 0.681 , 0.018 , 0.028 , 0.146 , 0.016 , 0.021 , 0.994 , 1.022 , 1.946 , 1.075 , 0.675
-0.737 ,-1.045 ,-1.387 ,-3.207 , 0.236 ,-0.875 , 0.478 , 1.137 , 1.959 , 0.936 , 0.772 ,-0.020 ,-0.071 ,-0.230 , 0.020 , 0.011 , 0.894 , 0.576 , 0.017 , 0.767 , 0.935
 1.151 , 1.071 , 0.638 , 1.360 , 1.473 , 0.985 , 0.473 , 1.057 , 1.184 , 1.164 , 0.712 , 0.049 , 0.037 , 0.095 , 0.011 , 0.028 , 0.555 , 0.333 , 0.373 , 0.893 , 0.629
 1.045 , 1.410 , 0.977 , 0.586 , 1.244 , 2.402 , 0.525 , 1.170 , 1.009 , 1.144 , 1.092 ,-0.027 , 0.074 ,-0.035 ,-0.126 , 0.105 , 1.129 , 0.524 , 1.576 , 1.715 , 0.283
 0.240 ,-0.410 ,-1.552 ,-1.205 , 0.917 ,-0.177 , 0.432 , 1.163 , 1.138 , 1.139 , 0.690 ,-0.024 , 0.011 ,-0.072 , 0.025 ,-0.022 , 0.787 , 1.089 , 0.567 , 0.845 , 0.693
-0.913 ,-1.187 ,-1.864 ,-2.986 ,-0.307 ,-0.644 , 0.456 , 1.130 , 1.901 , 1.039 , 0.681 , 0.034 ,-0.041 ,-0.244 , 0.013 , 0.028 , 1.167 , 0.756 , 0.006 , 0.788 , 1.491
 0.844 , 0.687 , 2.788 ,-0.297 ,-0.175 , 0.611 , 0.461 , 1.891 , 1.197 , 1.053 , 0.712 , 0.007 , 0.249 ,-0.034 ,-0.027 , 0.034 , 0.637 , 0.002 , 0.256 , 0.979 , 0.476
-0.095 ,-0.468 ,-0.286 , 0.570 ,-0.594 ,-1.104 , 0.440 , 1.041 , 0.932 , 0.961 , 0.744 , 0.001 ,-0.033 ,-0.027 ,-0.032 , 0.010 , 0.904 , 0.404 , 1.353 , 0.590 , 0.958
 0.644 , 0.433 ,-0.323 , 0.691 , 0.205 , 0.832 , 0.442 , 0.986 , 1.040 , 0.939 , 0.707 ,-0.011 ,-0.034 ,-0.007 , 0.004 ,-0.077 , 1.058 , 0.494 , 0.904 , 1.049 , 1.467
 0.812 , 1.522 , 1.727 , 1.072 , 1.068 , 1.801 , 0.524 , 1.148 , 1.165 , 1.147 , 0.829 , 0.045 , 0.074 , 0.041 , 0.082 , 0.031 , 0.719 , 0.546 , 0.766 , 0.494 , 0.797
 0.977 , 0.696 ,-0.104 , 1.768 , 1.110 , 0.378 , 0.477 , 0.953 , 1.175 , 1.076 , 0.761 ,-0.005 ,-0.020 ,-0.108 , 0.039 , 0.037 , 1.204 , 1.509 , 1.641 , 1.007 , 0.662
 1.191 , 1.970 , 0.659 , 2.742 , 2.379 , 2.281 , 0.570 , 0.934 , 1.921 , 1.181 , 1.071 , 0.040 ,-0.001 , 0.239 , 0.067 , 0.074 , 0.745 , 0.929 , 0.009 , 0.584 , 0.490
-0.807 ,-0.389 ,-0.289 , 0.226 ,-0.594 ,-0.702 , 0.430 , 0.973 , 0.921 , 0.987 , 0.717 , 0.008 ,-0.024 , 0.010 , 0.202 ,-0.047 , 1.083 , 0.569 , 0.969 , 2.628 , 0.679
-0.483 ,-1.282 ,-1.124 ,-1.802 ,-0.433 ,-1.553 , 0.502 , 1.165 , 1.163 , 1.043 , 0.843 ,-0.067 ,-0.070 ,-0.091 ,-0.033 ,-0.083 , 0.500 , 0.538 , 0.423 , 0.485 , 0.437
 1.031 , 1.117 , 0.466 , 1.622 , 1.640 , 1.050 , 0.493 , 0.992 , 1.414 , 1.145 , 0.758 , 0.002 ,-0.075 , 0.092 , 0.058 , 0.017 , 0.905 , 1.211 , 0.156 , 0.654 , 0.928
 0.196 ,-0.189 ,-1.225 , 0.437 ,-1.084 , 0.254 , 0.425 , 1.164 , 0.951 , 1.157 , 0.666 , 0.010 ,-0.053 ,-0.015 , 0.187 ,-0.023 , 1.164 , 0.629 , 1.352 , 2.111 , 1.175
-0.045 ,-0.233 ,-1.174 ,-0.488 ,-1.674 , 1.140 , 0.435 , 1.165 , 0.959 , 1.139 , 0.766 , 0.046 , 0.433 ,-0.010 ,-0.076 , 0.053 , 1.112 , 3.942 , 0.771 , 0.542 , 0.540
-0.869 ,-1.490 ,-0.902 ,-1.402 ,-1.434 ,-1.796 , 0.520 , 1.162 , 1.130 , 1.140 , 0.827 ,-0.007 ,-0.085 , 0.010 ,-0.074 , 0.082 , 0.957 , 0.460 , 1.055 , 0.554 , 1.442
-1.400 ,-2.667 ,-3.276 ,-3.096 ,-3.408 ,-1.068 , 0.763 , 1.906 , 1.911 , 1.961 , 0.801 , 0.060 ,-0.239 ,-0.241 ,-0.226 ,-0.027 , 1.363 , 0.008 , 0.008 , 0.019 , 0.841
-1.524 ,-1.654 ,-2.180 ,-0.662 ,-1.189 ,-2.055 , 0.574 , 1.170 , 1.158 , 1.194 , 1.061 , 0.003 ,-0.065 , 0.015 ,-0.078 , 0.000 , 0.992 , 0.583 , 1.054 , 0.487 , 0.974
-0.937 ,-1.480 ,-0.654 ,-3.052 ,-2.230 ,-0.950 , 0.531 , 0.972 , 1.912 , 1.926 , 0.744 , 0.047 , 0.157 ,-0.239 ,-0.236 ,-0.023 , 1.314 , 1.771 , 0.009 , 0.011 , 1.088
-0.217 ,-0.179 ,-0.326 , 0.933 , 0.118 ,-0.756 , 0.437 , 0.977 , 1.204 , 0.953 , 0.747 ,-0.020 ,-0.043 , 0.092 ,-0.054 ,-0.031 , 0.952 , 0.958 , 0.346 , 1.699 , 0.841
 0.420 , 1.044 , 1.814 ,-0.353 ,-0.449 , 3.256 , 0.479 , 1.169 , 1.083 , 0.983 , 1.861 ,-0.029 , 0.079 , 0.039 , 0.093 , 0.170 , 1.107 , 0.470 , 1.033 , 1.837 , 0.002
 2.766 , 3.240 , 3.404 , 2.466 , 2.575 , 2.090 , 1.043 , 1.959 , 1.917 , 1.904 , 1.072 , 0.044 , 0.229 , 0.237 , 0.244 , 0.081 , 0.483 , 0.017 , 0.010 , 0.006 , 0.432
-1.083 ,-1.862 ,-1.932 ,-1.810 ,-1.926 ,-1.811 , 0.528 , 1.130 , 1.197 , 1.164 , 0.859 , 0.019 ,-0.039 ,-0.098 , 0.031 , 0.101 , 1.109 , 0.768 , 0.328 , 1.204 , 1.575
 0.672 ,-0.130 ,-1.106 ,-0.486 , 0.003 , 0.374 , 0.437 , 1.165 , 0.962 , 1.097 , 0.670 ,-0.004 ,-0.055 ,-0.035 , 0.047 ,-0.007 , 0.816 , 0.635 , 0.566 , 0.953 , 0.911
 1.316 , 0.385 , 1.312 ,-0.042 , 2.147 ,-0.408 , 0.447 , 1.186 , 1.001 , 1.250 , 0.678 ,-0.009 ,-0.044 ,-0.073 , 0.086 ,-0.027 , 1.122 , 1.255 , 1.783 , 0.327 , 0.641
 2.664 , 5.007 , 2.967 , 3.501 , 3.606 , 3.968 , 1.841 , 1.898 , 1.895 , 1.887 , 1.869 , 0.105 , 0.245 , 0.245 , 0.250 , 0.166 , 0.001 , 0.005 , 0.005 , 0.002 , 0.004
 1.905 , 2.611 , 3.549 , 1.896 , 2.789 , 2.101 , 0.637 , 1.888 , 1.227 , 1.893 , 0.831 ,-0.220 , 0.250 ,-0.653 , 0.246 ,-0.036 , 3.254 , 0.002 , 6.074 , 0.005 , 1.190
 2.981 , 2.903 , 2.369 , 2.033 , 3.679 , 2.510 , 0.760 , 1.912 , 1.206 , 1.909 , 1.076 , 0.017 , 0.238 , 0.009 , 0.237 , 0.044 , 0.749 , 0.009 , 0.948 , 0.010 , 0.657
 2.499 , 2.685 , 2.874 , 2.963 , 3.159 , 1.594 , 0.749 , 1.896 , 1.933 , 1.899 , 0.808 ,-0.097 , 0.244 , 0.233 , 0.242 ,-0.113 , 1.829 , 0.006 , 0.013 , 0.006 , 1.688
 0.095 ,-0.452 ,-0.412 , 0.674 ,-0.677 ,-1.159 , 0.474 , 0.972 , 0.976 , 1.135 , 0.835 ,-0.046 ,-0.032 , 0.036 ,-0.039 , 0.046 , 1.013 , 0.654 , 0.543 , 0.773 , 1.505
 2.469 , 1.803 , 3.069 , 1.507 , 2.259 , 1.065 , 0.581 , 1.923 , 1.162 , 1.914 , 0.769 , 0.023 , 0.237 , 0.013 , 0.236 , 0.012 , 0.795 , 0.010 , 0.940 , 0.010 , 0.780
-0.123 , 0.130 ,-0.111 ,-0.324 , 1.744 ,-0.259 , 0.436 , 1.004 , 0.960 , 1.165 , 0.691 ,-0.003 ,-0.002 ,-0.017 , 0.080 ,-0.011 , 0.825 , 0.685 , 0.938 , 0.473 , 0.732
 1.315 , 3.816 , 3.337 , 3.674 , 2.989 , 2.783 , 1.041 , 2.002 , 1.918 , 1.898 , 1.094 , 0.064 , 0.216 , 0.231 , 0.245 , 0.091 , 0.307 , 0.026 , 0.013 , 0.005 , 0.315
-0.171 ,-0.501 ,-2.143 ,-0.680 ,-0.776 , 0.249 , 0.445 , 1.898 , 0.976 , 1.032 , 0.685 ,-0.002 ,-0.245 , 0.000 , 0.048 , 0.025 , 0.868 , 0.006 , 0.863 , 1.223 , 0.824
-0.946 ,-0.850 ,-2.501 ,-2.758 ,-1.576 , 0.728 , 0.463 , 1.900 , 1.918 , 1.147 , 0.756 ,-0.010 ,-0.241 ,-0.227 , 0.018 ,-0.034 , 0.903 , 0.007 , 0.015 , 1.093 , 1.073
-0.965 ,-0.401 ,-0.676 ,-0.732 ,-1.209 , 0.351 , 0.427 , 0.969 , 0.932 , 0.965 , 0.705 ,-0.006 , 0.019 ,-0.016 ,-0.024 , 0.023 , 0.798 , 0.942 , 0.765 , 0.777 , 0.581
-1.124 ,-2.517 ,-2.565 ,-2.117 ,-2.417 ,-2.058 , 0.765 , 1.906 , 1.173 , 1.968 , 1.095 ,-0.085 ,-0.240 ,-0.060 ,-0.227 ,-0.103 , 0.325 , 0.008 , 0.591 , 0.019 , 0.286
 1.267 , 1.945 , 2.188 , 1.781 , 1.772 , 1.974 , 0.530 , 1.176 , 1.259 , 1.144 , 0.829 , 0.060 , 0.062 , 0.087 , 0.060 , 0.045 , 0.583 , 0.576 , 0.320 , 0.624 , 0.688
 0.949 , 0.336 ,-0.623 ,-0.144 , 1.490 , 0.579 , 0.430 , 0.958 , 1.004 , 1.184 , 0.661 , 0.013 ,-0.022 ,-0.026 ,-0.103 ,-0.006 , 0.947 , 0.632 , 0.550 , 1.566 , 1.022
-0.964 ,-1.216 ,-1.825 ,-2.811 ,-0.134 ,-0.945 , 0.495 , 1.301 , 1.891 , 0.992 , 0.760 , 0.022 ,-0.079 ,-0.247 ,-0.049 , 0.024 , 1.117 , 0.301 , 0.004 , 1.417 , 1.389
 0.198 , 0.344 , 0.182 , 0.429 ,-0.041 , 0.548 , 0.451 , 1.053 , 0.927 , 1.056 , 0.714 , 0.026 , 0.034 , 0.024 , 0.123 , 0.015 , 0.869 , 0.374 , 0.728 , 1.966 , 0.685
-1.920 ,-3.704 ,-3.394 ,-2.721 ,-1.586 ,-4.202 , 1.035 , 1.889 , 1.896 , 1.242 , 1.872 ,-0.052 ,-0.245 ,-0.245 ,-0.086 ,-0.162 , 0.418 , 0.005 , 0.005 , 0.370 , 0.005
-0.955 ,-0.469 ,-0.269 ,-1.529 ,-0.977 , 0.079 , 0.436 , 0.932 , 1.249 , 0.944 , 0.701 , 0.032 , 0.047 ,-0.053 ,-0.031 , 0.033 , 1.253 , 1.288 , 0.712 , 0.599 , 1.475
 1.217 , 1.706 , 1.317 , 1.805 , 1.745 , 1.778 , 0.538 , 1.338 , 1.216 , 1.157 , 0.830 , 0.015 , 0.095 , 0.098 ,-0.229 , 0.047 , 0.869 , 0.190 , 0.307 , 2.419 , 0.724
-0.908 ,-1.304 ,-1.111 ,-2.225 ,-1.202 ,-0.962 , 0.499 , 1.199 , 1.173 , 1.124 , 0.735 ,-0.011 , 0.123 ,-0.076 ,-0.038 ,-0.062 , 0.896 , 1.723 , 0.499 , 0.780 , 0.486
-0.031 , 0.298 ,-0.668 , 2.178 ,-0.043 , 0.296 , 0.439 , 0.954 , 1.207 , 0.921 , 0.691 , 0.002 ,-0.013 , 0.045 ,-0.002 , 0.002 , 1.087 , 1.288 , 0.606 , 1.045 , 0.630
 2.528 , 4.821 , 3.414 , 4.037 , 2.568 , 2.893 , 1.845 , 1.901 , 1.891 , 1.916 , 1.855 , 0.099 , 0.244 , 0.248 , 0.242 , 0.171 , 0.002 , 0.006 , 0.003 , 0.008 , 0.002
