trueloc,facrasch,facse,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 0.480, 0.667, 0.441, 0.667, 0.613,-1.182, 2.225, 1.076, 0.441, 1.007, 1.137, 1.889, 0.690, 0.013, 0.013,-0.795, 0.538, 0.156, 0.820, 0.637, 0.642, 0.022, 1.070
-0.273,-0.172, 0.452,-0.172,-0.264,-1.529,-0.776, 0.860, 0.452, 1.008, 1.234, 1.025, 0.835, 0.009,-0.016,-0.474,-0.272, 0.402, 0.694, 1.009, 0.350, 0.911, 0.496
-0.483,-0.747, 0.453,-0.747,-0.311,-1.385,-2.508,-0.077, 0.453, 0.956, 1.159, 1.892, 0.686,-0.028, 0.176,-0.276,-0.596, 0.278, 0.855, 1.384, 0.576, 0.027, 1.056
 2.500, 2.643, 0.643, 2.643, 3.028, 0.897, 3.581, 2.992, 0.643, 1.885, 0.970, 1.947, 1.100,-0.098, 0.305,-1.397, 0.372, 0.114, 1.762, 0.001, 6.333, 0.046, 0.663
-0.307,-0.057, 0.433,-0.057,-0.428,-1.958, 1.240, 0.328, 0.433, 0.977, 1.256, 1.191, 0.656,-0.030,-0.138,-0.872, 0.522, 0.168, 1.232, 1.038, 1.638, 1.229, 0.935
-0.632,-0.086, 0.438,-0.086, 0.098,-1.073,-0.152, 0.278, 0.438, 1.006, 1.186, 0.940, 0.707,-0.000, 0.094,-0.379,-0.054, 0.168, 0.660, 0.533, 0.370, 0.883, 0.848
 0.674, 0.384, 0.427, 0.384, 1.605,-0.295, 1.102,-0.049, 0.427, 1.158, 0.975, 1.192, 0.666,-0.013, 0.506,-0.423, 0.302,-0.225, 1.119, 1.041, 1.944, 0.536, 1.071
-0.034, 0.481, 0.427, 0.481, 1.443, 0.981, 0.015, 0.072, 0.427, 1.156, 0.950, 0.958, 0.663, 0.002, 0.389, 0.218,-0.203,-0.197, 1.010, 0.557, 2.210, 0.667, 0.991
 2.618, 3.829, 1.034, 3.829, 3.266, 3.678, 3.389, 2.701, 1.034, 1.905, 1.930, 1.892, 1.088, 0.061, 0.182, 0.218, 0.198,-0.146, 0.391, 0.005, 0.013, 0.003, 0.954
 2.093, 1.979, 0.574, 1.979, 1.545, 2.514, 3.145, 1.348, 0.574, 1.257, 1.914, 1.905, 0.733, 0.067,-0.009, 0.312, 0.437,-0.204, 0.552, 0.428, 0.019, 0.024, 1.067
 1.539, 0.148, 0.438, 0.148, 1.660,-1.502,-0.052, 0.208, 0.438, 1.147, 1.206, 1.020, 0.688, 0.010, 0.652,-0.598,-0.096, 0.047, 0.933, 0.901, 0.470, 0.745, 1.106
 1.426, 0.680, 0.437, 0.680, 0.329, 0.413, 0.880, 0.902, 0.437, 0.950, 0.939, 0.973, 0.703,-0.000,-0.198,-0.100, 0.103, 0.097, 0.984, 1.700, 1.238, 0.620, 0.999
 0.820, 1.016, 0.468, 1.016, 3.832, 1.813, 0.094, 0.210, 0.468, 1.962, 1.192, 0.953, 0.679,-0.043, 0.906, 0.334,-0.395,-0.530, 1.644, 0.437, 0.887, 1.486, 2.224
-0.942,-0.659, 0.457,-0.659,-2.964,-0.662,-0.580, 0.162, 0.457, 1.919, 1.024, 1.014, 0.686, 0.121,-0.759, 0.389,-0.007, 0.491, 1.810, 0.114, 4.313, 0.550, 1.984
-0.850,-0.347, 0.452,-0.347, 0.441,-0.937, 1.816,-1.649, 0.452, 0.977, 0.979, 1.888, 0.892,-0.022, 0.338,-0.273, 0.734,-0.455, 0.702, 0.870, 0.971, 0.025, 0.410
 0.078, 0.134, 0.444, 0.134,-2.033, 2.020, 0.002, 0.372, 0.444, 1.153, 1.194, 0.977, 0.725,-0.037,-1.032, 0.710,-0.064, 0.101, 1.059, 1.351, 0.416, 1.289, 0.584
-1.380,-1.032, 0.444,-1.032,-3.179,-0.778,-1.888, 0.021, 0.444, 1.888, 0.929, 1.181, 0.702, 0.007,-0.725, 0.126,-0.340, 0.487, 0.934, 0.033, 1.388, 0.397, 1.053
 1.725, 1.329, 0.505, 1.329, 1.454, 2.520, 1.182, 0.831, 0.505, 1.165, 1.905, 0.952, 0.768,-0.017, 0.062, 0.438,-0.028,-0.280, 1.084, 1.072, 0.029, 0.833, 1.836
 1.486, 1.279, 0.526, 1.279, 2.906, 1.433, 0.183, 1.151, 0.526, 1.949, 1.133, 0.979, 0.843, 0.048, 0.519, 0.102,-0.477, 0.048, 0.729, 0.102, 0.822, 1.653, 0.522
 0.272, 0.060, 0.449, 0.060,-0.505, 0.440, 0.702,-0.173, 0.449, 1.094, 1.175, 0.958, 0.676, 0.006,-0.196, 0.127, 0.280,-0.089, 0.898, 0.447, 2.165, 0.757, 0.815
 0.503, 0.755, 0.450, 0.755, 1.922,-1.458, 1.386, 1.041, 0.450, 1.155, 1.177, 1.172, 0.744,-0.005, 0.300,-0.911, 0.275, 0.155, 1.063, 2.488, 0.707, 0.409, 0.652
 0.082,-0.330, 0.452,-0.330,-0.654, 0.295,-0.804,-0.288, 0.452, 1.131, 1.033, 1.097, 0.681,-0.021,-0.175, 0.243,-0.164,-0.005, 0.578, 0.655, 0.631, 0.346, 0.754
 1.877, 1.246, 0.473, 1.246, 0.598, 2.128, 0.966, 1.230, 0.473, 1.053, 1.133, 1.016, 0.778, 0.007,-0.271, 0.359,-0.113, 0.030, 0.946, 1.456, 0.875, 1.013, 0.916
 2.156, 3.729, 1.037, 3.729, 3.047, 2.920, 1.684, 4.280, 1.037, 1.909, 1.979, 1.253, 1.871, 0.041, 0.167, 0.148,-0.537, 0.214, 0.473, 0.007, 0.012, 2.271, 0.010
 1.848, 4.789, 1.843, 4.789, 3.167, 2.689, 3.769, 3.459, 1.843, 1.904, 1.913, 1.909, 1.868, 0.100, 0.105, 0.084, 0.145, 0.084, 0.002, 0.002, 0.001, 0.004, 0.001
-0.011, 0.542, 0.458, 0.542, 0.033, 1.628,-0.585, 0.939, 0.458, 1.010, 1.175, 1.159, 0.848, 0.010,-0.181, 0.438,-0.464, 0.129, 0.992, 1.281, 0.587, 0.899, 1.152
-0.441,-0.193, 0.454,-0.193, 1.185, 0.500,-1.441,-0.737, 0.454, 0.951, 1.000, 1.017, 0.759,-0.005, 0.707, 0.407,-0.675,-0.233, 1.310, 1.632, 1.705, 2.008, 0.435
-1.871,-2.513, 0.762,-2.513,-0.923,-1.390,-2.072,-4.017, 0.762, 1.132, 1.167, 1.914, 1.873, 0.002, 0.612, 0.273,-0.189,-0.345, 0.956, 3.435, 1.332, 0.009, 0.026
 1.491, 1.561, 0.524, 1.561, 1.839, 0.721,-0.224, 3.038, 0.524, 1.234, 0.980, 1.060, 1.119, 0.014, 0.170,-0.262,-0.729, 0.446, 1.008, 0.296, 0.828, 2.674, 0.431
 1.909, 1.849, 0.540, 1.849, 0.957, 2.539, 1.353, 2.274, 0.540, 0.954, 1.898, 1.174, 0.857, 0.031,-0.310, 0.345,-0.286, 0.204, 0.806, 1.001, 0.014, 2.367, 0.438
 0.390, 0.437, 0.460, 0.437, 0.282, 0.716,-0.096, 0.628, 0.460, 1.058, 1.003, 1.008, 0.742, 0.025,-0.226, 0.225,-0.134, 0.130, 1.376, 3.325, 2.167, 0.605, 0.875
-0.278, 0.038, 0.443, 0.038,-0.267,-0.130,-0.225, 0.433, 0.443, 0.974, 1.042, 0.974, 0.723, 0.010,-0.201,-0.037,-0.133, 0.209, 1.097, 1.617, 1.097, 0.771, 1.295
 2.234, 2.734, 0.772, 2.734, 2.826, 2.917, 3.780, 1.222, 0.772, 1.913, 1.897, 1.945, 0.862,-0.148, 0.249, 0.267, 0.379,-0.818, 2.230, 0.013, 0.008, 0.064, 5.072
 0.515, 0.014, 0.434, 0.014, 0.348,-0.676,-0.001, 0.185, 0.434, 0.948, 0.987, 1.004, 0.704, 0.009, 0.160,-0.314, 0.033, 0.084, 0.814, 0.769, 1.015, 0.626, 1.022
-1.812,-2.211, 0.656,-2.211,-0.991,-2.390,-2.778,-2.420, 0.656, 1.037, 1.896, 1.891, 1.145, 0.114, 1.179,-0.270,-0.330,-0.005, 2.040, 7.489, 0.006, 0.006, 1.270
-0.158,-0.136, 0.431,-0.136,-0.521, 0.128, 0.133,-0.200, 0.431, 0.932, 0.932, 0.975, 0.704, 0.019,-0.156, 0.132, 0.130,-0.006, 1.029, 1.361, 1.402, 0.656, 1.193
-0.073,-0.333, 0.440,-0.333,-0.041,-0.871,-2.156, 0.609, 0.440, 0.921, 1.147, 1.200, 0.738,-0.019, 0.136,-0.240,-0.675, 0.343, 0.873, 1.389, 0.668, 0.437, 0.795
-1.083,-1.595, 0.531,-1.595, 0.716,-1.885,-1.498,-2.864, 0.531, 1.071, 1.910, 1.166, 1.073, 0.050, 1.358,-0.279,-0.025,-0.402, 1.481, 4.419, 0.013, 0.812, 0.380
 0.571,-0.200, 0.440,-0.200,-2.907, 1.855,-0.695, 0.252, 0.440, 1.915, 1.239, 0.999, 0.666, 0.019,-0.921, 0.833,-0.198, 0.192, 1.052, 0.178, 1.231, 0.719, 0.942
 0.048, 0.077, 0.455, 0.077, 1.508,-0.708,-0.347,-0.100, 0.455, 0.989, 1.173, 0.946, 0.749,-0.013, 0.567,-0.327,-0.193,-0.057, 0.725, 0.812, 0.569, 0.714, 0.741
 1.373, 1.269, 0.487, 1.269, 1.375, 1.742, 1.068, 1.099, 0.487, 1.083, 1.184, 1.193, 0.708, 0.013, 0.066, 0.021, 0.043,-0.033, 0.851, 0.360, 2.189, 0.481, 0.918
-0.570,-0.502, 0.449,-0.502,-0.437,-0.956,-0.573,-0.322, 0.449, 1.049, 1.160, 1.001, 0.679, 0.024, 0.025,-0.206, 0.032, 0.134, 1.017, 1.181, 0.654, 1.518, 1.179
-0.102,-0.493, 0.458,-0.493, 0.585,-1.170,-3.137, 0.251, 0.458, 0.989, 1.269, 1.906, 0.728, 0.051, 0.684,-0.256,-0.894, 0.361, 1.319, 2.409, 0.265, 0.152, 1.383
-1.510,-2.122, 0.576,-2.122,-2.132,-1.052,-2.883,-2.100, 0.576, 1.143, 1.181, 1.889, 0.854, 0.055, 0.002, 0.406,-0.365, 0.116, 1.398, 1.273, 2.364, 0.006, 1.936
 0.231, 0.304, 0.418, 0.304, 1.187, 0.791, 0.951,-0.649, 0.418, 1.129, 0.948, 0.967, 0.709,-0.001, 0.362, 0.227, 0.276,-0.435, 0.918, 0.876, 0.992, 0.731, 0.939
 0.720, 1.130, 0.477, 1.130, 1.314, 0.822, 0.442, 1.665, 0.477, 0.964, 1.004, 0.981, 0.885, 0.027, 0.084,-0.088,-0.315, 0.228, 0.756, 1.280, 0.799, 1.464, 0.324
 0.486, 1.388, 0.500, 1.388, 2.203, 2.634, 1.400, 0.500, 0.500, 1.145, 1.893, 1.222, 0.694,-0.041, 0.344, 0.456,-0.061,-0.472, 1.295, 0.644, 0.023, 1.781, 1.938
-0.180,-1.405, 0.501,-1.405,-0.239,-1.946,-2.494,-1.181, 0.501, 0.937, 1.182, 1.161, 0.812,-0.013, 0.619,-0.237,-0.431,-0.007, 0.927, 2.278, 0.513, 0.501, 0.661
-0.925,-2.156, 0.578,-2.156,-1.201,-1.633,-3.310,-2.512, 0.578, 1.055, 1.151, 1.925, 1.077,-0.013, 0.442, 0.178,-0.413,-0.135, 0.879, 1.923, 1.449, 0.053, 0.581
-0.401,-0.520, 0.441,-0.520,-0.862,-1.493, 0.303,-0.306, 0.441, 0.974, 1.168, 1.035, 0.687, 0.019,-0.045,-0.386, 0.376, 0.075, 1.123, 2.761, 0.440, 1.744, 0.628
-0.825, 0.080, 0.446, 0.080, 1.283,-0.944,-0.983, 0.465, 0.446, 1.187, 1.194, 1.172, 0.696, 0.013, 0.474,-0.423,-0.436, 0.226, 1.028, 0.628, 0.844, 0.996, 1.257
-0.772,-0.780, 0.486,-0.780,-0.445,-0.805,-0.949,-0.901, 0.486, 1.011, 0.955, 1.153, 0.877,-0.042, 0.079,-0.036,-0.002,-0.125, 0.649, 0.721, 0.786, 1.614, 0.326
-0.921,-1.095, 0.488,-1.095,-0.759,-2.606,-0.387,-1.016, 0.488, 0.920, 1.893, 1.075, 0.803,-0.004, 0.143,-0.526, 0.185, 0.090, 0.871, 1.207, 0.021, 0.644, 1.296
 1.247, 0.773, 0.456, 0.773, 2.686, 0.853, 0.954, 0.077, 0.456, 1.924, 1.159, 0.977, 0.653,-0.011, 0.604, 0.035, 0.104,-0.399, 1.112, 0.110, 1.194, 0.999, 1.555
 1.582, 1.833, 0.510, 1.833, 2.096, 2.622, 2.285, 0.982, 0.510, 1.209, 1.185, 1.152, 0.780, 0.033, 0.165, 0.321, 0.089,-0.204, 0.735, 0.365, 0.444, 1.676, 0.735
 2.047, 3.262, 1.033, 3.262, 2.442, 2.452, 1.758, 3.661, 1.033, 1.891, 1.902, 1.166, 1.869, 0.077, 0.164, 0.161,-0.344, 0.203, 0.291, 0.002, 0.004, 1.445, 0.006
 1.059, 1.636, 0.509, 1.636, 0.716, 0.260, 3.451, 2.102, 0.509, 1.004, 0.993, 1.901, 0.871, 0.007,-0.260,-0.703, 0.594, 0.203, 0.924, 0.709, 2.510, 0.058, 0.454
 2.040, 3.525, 1.033, 3.525, 1.415, 3.733, 2.543, 3.734, 1.033, 1.139, 1.901, 1.894, 1.868,-0.042,-0.991, 0.270, 0.151, 0.181, 1.367, 6.758, 0.009, 0.002, 0.007
-0.509,-0.430, 0.424,-0.430, 1.110,-1.005,-1.846,-0.284, 0.424, 1.132, 0.946, 1.181, 0.666, 0.012, 0.667,-0.279,-0.543, 0.108, 1.208, 0.748, 1.428, 0.499, 1.565
-1.478,-1.887, 0.605,-1.887,-3.018,-1.693,-2.384,-1.063, 0.605, 1.918, 1.338, 1.904, 0.793,-0.053,-0.424,-0.063,-0.312, 0.268, 0.592, 0.032, 0.249, 0.012, 1.220
 2.036, 1.881, 0.580, 1.881, 3.386, 3.135, 0.183, 1.547, 0.580, 1.989, 1.908, 1.007, 0.829, 0.062, 0.464, 0.454,-0.571,-0.018, 0.628, 0.137, 0.029, 1.279, 0.626
 1.920, 1.560, 0.490, 1.560, 0.782, 2.647, 1.691, 1.336, 0.490, 1.042, 1.178, 1.184, 0.740,-0.101,-0.499, 0.432, 0.072,-0.255, 1.753, 2.666, 0.676, 0.961, 2.472
 1.939, 2.347, 0.645, 2.347, 1.255, 1.303, 0.906, 4.449, 0.645, 1.177, 1.139, 1.140, 1.868,-0.098,-0.198,-0.761,-0.474, 0.472, 1.810, 0.922, 5.845, 2.454, 0.039
-0.347,-1.046, 0.495,-1.046,-0.569,-1.187,-2.271,-0.531, 0.495, 0.936, 1.470, 1.131, 0.765, 0.027, 0.239,-0.115,-0.507, 0.260, 1.178, 1.501, 0.159, 1.023, 1.694
 2.258, 1.411, 0.499, 1.411, 2.066, 1.661, 2.164, 0.709, 0.499, 1.171, 1.151, 1.893, 0.698,-0.010, 0.274, 0.048, 0.357,-0.364, 1.097, 0.822, 1.459, 0.014, 1.644
-0.270,-0.616, 0.442,-0.616,-0.014,-1.208,-0.042,-0.986, 0.442, 0.987, 1.146, 0.976, 0.736,-0.015, 0.249,-0.252, 0.256,-0.165, 0.745, 0.685, 0.787, 0.822, 0.832
 1.531, 2.120, 0.567, 2.120, 1.326, 2.846, 3.128, 1.615, 0.567, 1.262, 1.890, 1.889, 0.716, 0.057,-0.080, 0.357, 0.408,-0.199, 0.639, 0.492, 0.008, 0.013, 1.275
 0.207, 0.361, 0.445, 0.361, 1.710, 0.150, 0.464,-0.143, 0.445, 1.169, 0.999, 1.096, 0.663, 0.014, 0.553,-0.078, 0.060,-0.232, 0.982, 1.238, 0.950, 0.446, 1.213
 2.016, 1.010, 0.519, 1.010, 0.224, 0.663, 0.445, 2.952, 0.519, 1.009, 1.057, 0.976, 1.887,-0.000,-0.451,-0.190,-0.208, 0.423, 0.996, 2.582, 1.418, 1.061, 0.050
 0.846, 1.638, 0.573, 1.638, 1.636, 1.204, 1.349, 2.186, 0.573, 1.160, 1.123, 1.140, 1.126, 0.023, 0.026,-0.246,-0.072, 0.203, 0.845, 1.026, 2.191, 1.177, 0.219
 0.432, 0.470, 0.431, 0.470,-0.736, 0.739, 0.544, 0.885, 0.431, 0.963, 0.977, 1.000, 0.671,-0.011,-0.523, 0.131,-0.019, 0.179, 1.174, 0.959, 0.760, 1.541, 1.484
 1.560, 1.313, 0.496, 1.313,-0.511, 0.522, 2.205, 2.728, 0.496, 0.948, 0.996, 1.896, 1.075,-0.033,-1.068,-0.367, 0.384, 0.444, 1.305, 2.572, 1.939, 0.015, 0.462
 1.724, 1.620, 0.521, 1.620, 2.848, 1.877, 1.330, 1.116, 0.521, 1.913, 1.148, 1.158, 0.732,-0.020, 0.438, 0.152,-0.206,-0.243, 1.135, 0.042, 0.623, 2.157, 1.564
 0.452, 0.635, 0.437, 0.635, 1.760,-1.274, 1.541, 0.721, 0.437, 1.151, 1.139, 1.186, 0.708, 0.024, 0.458,-0.823, 0.374, 0.055, 0.844, 0.533, 0.661, 0.936, 0.732
 0.124, 1.004, 0.495, 1.004, 1.597, 0.273, 1.289, 0.915, 0.495, 1.133, 1.029, 1.099, 0.822,-0.044, 0.259,-0.712, 0.150, 0.043, 1.453, 0.747, 4.631, 1.175, 0.635
-0.738,-0.767, 0.439,-0.767,-0.609,-0.760,-0.006,-1.259, 0.439, 0.973, 1.037, 0.958, 0.720,-0.016, 0.066,-0.027, 0.341,-0.231, 0.824, 1.468, 0.855, 0.892, 0.641
 0.040,-0.407, 0.453,-0.407,-1.189,-0.044, 0.377,-0.707, 0.453, 1.094, 0.972, 0.996, 0.753,-0.027,-0.244, 0.128, 0.297,-0.158, 0.765, 0.456, 2.300, 0.551, 0.453
-1.504,-1.087, 0.478,-1.087, 0.362,-1.184,-1.641,-1.581, 0.478, 1.066, 1.144, 1.181, 0.830, 0.039, 0.885,-0.089,-0.242,-0.179, 1.236, 3.185, 0.784, 0.427, 0.840
 0.439, 0.456, 0.444, 0.456,-0.432, 0.466, 0.455, 0.903, 0.444, 1.033, 0.974, 0.942, 0.728, 0.037,-0.373, 0.027,-0.025, 0.278, 1.291, 1.013, 1.413, 1.500, 1.537
 1.953, 2.106, 0.656, 2.106, 2.862, 2.664, 1.566, 1.457, 0.656, 1.963, 1.889, 1.330, 0.838, 0.054, 0.330, 0.330,-0.024,-0.182, 0.585, 0.050, 0.005, 0.357, 1.228
-0.270, 0.462, 0.431, 0.462,-0.997,-0.125, 0.890, 1.217, 0.431, 1.219, 0.955, 0.965, 0.753, 0.045,-0.520,-0.265, 0.220, 0.396, 1.244, 0.340, 1.047, 1.950, 1.450
-0.867,-1.427, 0.509,-1.427,-1.759,-1.129,-1.123,-1.614, 0.509, 1.181, 0.940, 1.245, 0.872,-0.027,-0.173, 0.113, 0.139,-0.106, 0.920, 0.637, 1.032, 1.722, 0.900
-0.566,-0.700, 0.504,-0.700,-0.719,-1.585,-0.172,-0.530, 0.504, 1.137, 1.276, 1.144, 0.729,-0.036,-0.028,-0.312, 0.090, 0.034, 0.728, 1.082, 0.247, 0.925, 0.883
-1.229,-1.026, 0.484,-1.026,-1.769, 0.994,-0.736,-2.302, 0.484, 1.184, 0.968, 1.030, 1.082,-0.015,-0.303, 0.937, 0.104,-0.407, 0.897, 0.656, 1.500, 0.916, 0.299
 0.156,-0.275, 0.428,-0.275,-0.540,-0.125, 0.184,-0.413, 0.428, 0.975, 0.925, 1.069, 0.669,-0.016,-0.121, 0.040, 0.166,-0.083, 0.983, 1.811, 1.686, 0.381, 0.867
 2.554, 3.539, 1.038, 3.539, 3.603, 2.762, 3.092, 2.335, 1.038, 1.923, 1.963, 1.913, 1.082, 0.014, 0.232, 0.152, 0.193,-0.252, 0.710, 0.022, 0.011, 0.006, 1.743
-0.290,-0.084, 0.436,-0.084,-1.744, 0.117, 0.570, 0.246, 0.436, 1.165, 0.955, 0.992, 0.698, 0.031,-0.720, 0.102, 0.255, 0.259, 1.192, 1.013, 1.014, 0.548, 1.634
 1.043, 1.196, 0.473, 1.196, 1.665, 0.425, 0.652, 1.821, 0.473, 1.196, 0.935, 0.950, 0.846, 0.002, 0.159,-0.361,-0.261, 0.238, 0.994, 1.143, 1.557, 1.480, 0.605
 0.118,-0.741, 0.444,-0.741,-1.750,-0.339,-0.680,-0.523, 0.444, 1.162, 0.956, 0.977, 0.697,-0.006,-0.403, 0.229,-0.005, 0.076, 0.944, 0.428, 1.710, 1.296, 0.866
 2.616, 4.727, 1.841, 4.727, 2.965, 3.441, 3.109, 3.537, 1.841, 1.903, 1.888, 1.893, 1.869, 0.105, 0.101, 0.131, 0.110, 0.091, 0.001, 0.001, 0.001, 0.001, 0.001
-0.161,-0.445, 0.476,-0.445,-1.792,-1.495, 0.770,-0.167, 0.476, 1.903, 1.250, 1.027, 0.706,-0.042,-0.477,-0.421, 0.531, 0.080, 0.832, 0.030, 0.847, 1.526, 0.768
-0.231, 0.010, 0.430, 0.010,-1.943,-0.197, 1.605, 0.244, 0.430, 1.203, 0.938, 1.177, 0.675,-0.008,-0.866,-0.110, 0.698, 0.119, 1.560, 1.177, 1.538, 0.999, 1.802
 0.263, 0.689, 0.463, 0.689, 1.795, 0.911, 0.051, 0.451, 0.463, 1.243, 1.161, 1.038, 0.689,-0.007, 0.346, 0.120,-0.326,-0.087, 1.314, 2.271, 0.791, 1.726, 1.235
 1.667, 1.341, 0.522, 1.341, 1.577, 1.756, 0.118, 1.871, 0.522, 1.166, 1.155, 0.988, 1.073, 0.026, 0.105, 0.176,-0.485, 0.166, 0.876, 1.035, 0.897, 1.505, 0.627
-0.002, 0.019, 0.444, 0.019, 0.352, 0.356,-0.068,-0.286, 0.444, 1.001, 0.968, 1.089, 0.691, 0.012, 0.137, 0.207,-0.057,-0.113, 0.793, 0.898, 1.764, 0.503, 0.658
-0.219, 1.067, 0.496, 1.067, 1.411, 0.657, 1.411, 0.902, 0.496, 1.161, 1.131, 1.137, 0.755, 0.025, 0.122,-0.070, 0.161,-0.043, 0.879, 1.130, 0.976, 0.843, 1.007
 2.531, 1.877, 0.568, 1.877, 2.771, 1.621, 0.649, 2.422, 0.568, 1.930, 1.154, 1.008, 1.071, 0.025, 0.368,-0.071,-0.566, 0.197, 0.830, 0.037, 1.199, 2.072, 0.445
 2.660, 4.727, 1.844, 4.727, 3.035, 2.790, 3.325, 3.726, 1.844, 1.948, 1.900, 1.888, 1.878, 0.102, 0.100, 0.091, 0.124, 0.098, 0.002, 0.003, 0.001, 0.001, 0.002
 1.923, 2.760, 0.752, 2.760, 3.214, 2.804, 1.540, 2.604, 0.752, 1.910, 1.947, 1.166, 1.066, 0.037, 0.298, 0.234,-0.392, 0.022, 0.681, 0.019, 0.021, 2.075, 0.714
 2.200, 1.974, 0.582, 1.974, 2.649, 1.813, 1.779, 1.737, 0.582, 1.906, 1.299, 1.124, 0.852, 0.066, 0.334, 0.060,-0.111, 0.024, 0.528, 0.021, 0.296, 1.645, 0.475
-0.151,-0.505, 0.440,-0.505,-0.244, 0.644,-0.975,-0.978, 0.440, 0.981, 0.992, 1.028, 0.713, 0.007, 0.092, 0.562,-0.197,-0.210, 0.943, 0.978, 1.710, 0.707, 0.755
-0.797,-1.331, 0.511,-1.331,-0.498,-0.110,-3.067,-1.775, 0.511, 0.986, 0.979, 1.902, 0.893,-0.037, 0.260, 0.551,-0.576,-0.210, 0.829, 0.843, 1.925, 0.048, 0.523
 1.750, 2.631, 0.764, 2.631, 3.468, 1.327, 2.954, 2.162, 0.764, 1.948, 1.157, 1.923, 1.083, 0.022, 0.351,-0.292, 0.265,-0.105, 0.756, 0.045, 1.302, 0.028, 1.240
 0.065,-0.232, 0.437,-0.232,-0.432,-0.505,-0.315, 0.026, 0.437, 1.057, 0.994, 0.945, 0.678, 0.004,-0.089,-0.142,-0.051, 0.152, 0.820, 0.558, 0.760, 0.871, 1.171
 1.289, 1.138, 0.482, 1.138, 0.133,-0.247, 3.558, 1.378, 0.482, 0.948, 1.078, 1.929, 0.826,-0.025,-0.447,-0.741, 0.800, 0.131, 1.233, 1.637, 2.419, 0.146, 0.632
-0.646,-0.359, 0.450,-0.359,-0.733,-0.107, 0.654,-0.784, 0.450, 0.949, 1.100, 0.991, 0.718,-0.002,-0.200, 0.065, 0.485,-0.180, 1.104, 1.165, 1.814, 1.906, 0.582
-1.644,-2.715, 0.766,-2.715,-3.387,-2.464,-2.077,-1.947, 0.766, 1.969, 1.898, 1.933, 0.815,-0.056,-0.311,-0.215,-0.171, 0.209, 0.534, 0.052, 0.005, 0.008, 1.259
 1.494, 2.542, 0.753, 2.542, 2.861, 1.785, 2.429, 2.249, 0.753, 1.887, 1.178, 1.925, 1.080,-0.039, 0.292,-0.201, 0.222,-0.255, 1.377, 0.004, 1.290, 0.013, 2.926
 1.528, 1.524, 0.500, 1.524, 1.507, 1.542, 0.056, 2.572, 0.500, 0.971, 1.132, 0.974, 1.087, 0.043, 0.030, 0.038,-0.511, 0.328, 0.783, 1.097, 1.008, 1.235, 0.342
 1.410, 1.529, 0.523, 1.529, 2.910, 0.325, 0.859, 2.231, 0.523, 1.901, 0.951, 0.995, 1.077, 0.035, 0.488,-0.450,-0.322, 0.230, 0.781, 0.030, 1.252, 1.644, 0.425
-0.002,-0.966, 0.468,-0.966,-1.627, 0.167,-1.079,-1.291, 0.468, 1.169, 0.995, 1.030, 0.830, 0.001,-0.275, 0.515, 0.112,-0.173, 1.064, 0.812, 1.313, 2.624, 0.496
 0.667, 0.152, 0.438, 0.152, 0.895,-0.080,-1.269, 0.645, 0.438, 1.094, 0.950, 0.988, 0.680,-0.004, 0.240,-0.120,-0.556, 0.209, 1.047, 0.367, 1.419, 0.757, 1.402
 2.573, 2.614, 0.647, 2.614, 2.073, 3.330, 1.934, 2.839, 0.647, 1.218, 1.926, 1.137, 1.112, 0.072,-0.041, 0.336,-0.170, 0.118, 0.464, 0.534, 0.030, 1.233, 0.357
-1.628,-1.602, 0.527,-1.602,-1.687,-1.699, 0.236,-2.663, 0.527, 1.206, 1.154, 0.975, 1.076,-0.013,-0.114,-0.065, 0.749,-0.318, 0.924, 0.421, 0.955, 2.005, 0.527
-0.186, 0.179, 0.435, 0.179, 2.514, 0.478,-0.821,-0.326, 0.435, 1.915, 0.956, 1.009, 0.693,-0.046, 0.769, 0.154,-0.709,-0.222, 1.175, 0.116, 0.874, 3.074, 0.659
 2.781, 1.489, 0.476, 1.489, 0.855, 1.645, 2.576, 1.267, 0.476, 0.961, 1.167, 1.194, 0.727, 0.006,-0.243, 0.130, 0.409,-0.134, 1.103, 1.112, 0.534, 1.326, 1.466
-0.502,-0.739, 0.428,-0.739,-1.779, 0.135,-1.126,-0.567, 0.428, 1.144, 0.929, 0.994, 0.675,-0.002,-0.414, 0.451,-0.160, 0.057, 0.980, 1.101, 1.487, 0.840, 0.863
-1.510,-1.555, 0.519,-1.555,-0.078,-0.719,-1.616,-3.676, 0.519, 1.053, 0.927, 1.175, 1.862, 0.106, 1.175, 0.399,-0.069,-0.487, 2.004, 6.996, 1.633, 0.884, 0.025
 0.090,-0.371, 0.451,-0.371,-0.432,-0.933, 0.093,-0.354, 0.451, 0.967, 1.208, 0.983, 0.694, 0.001,-0.047,-0.243, 0.314,-0.009, 0.906, 0.876, 0.425, 2.070, 0.829
 0.461, 0.077, 0.440, 0.077,-1.013, 0.960,-1.020, 0.649, 0.440, 1.010, 0.981, 1.164, 0.730,-0.037,-0.426, 0.394,-0.452, 0.150, 1.370, 0.761, 0.948, 0.916, 2.165
 1.199, 1.084, 0.462, 1.084, 1.720, 2.189, 1.499, 0.098, 0.462, 1.195, 1.148, 1.156, 0.712,-0.036, 0.275, 0.455, 0.199,-0.555, 1.275, 0.608, 0.586, 0.571, 2.097
